id,name,review_count,rating
oHRYpXS_FSG8JO5z8Bvm8Q,Trillium Park,1,4.0
nV-MkqGnkH1fyxuVCs5Jpw,JOEY Burrard,519,4.0
2vXKCM4qvVhCiYuCjOSMEw,Bacchus Restaurant & Lounge,173,4.0
HrmXBx51bAXftEMAJy0iew,Hubbub,225,4.0
AF3GkHlS48ra00-LCi_ojA,Caffè Artigiano,168,3.5
_foBmwAL0w5qIEaUwWcmtQ,Faubourg,159,3.5
AcEBuSwoXHdtobr-LiRRQg,Bellagio Cafe,215,3.0
gdUW6MpgUUzbQnhPA_9qdA,TacoFino,155,3.5
Ssow1Z1RC9VT3u6qSmW-eA,Roaming Dragon,72,3.5
n7cBSlfu_utOVK3QZCCWrQ,1931 Gallery Bistro,44,4.0
HUrvINmrype_IcCX8N_AnA,Basil Box,21,4.0
TWVg8wyzqqLwVUXRsku1lA,Mr. Shawarama,12,4.5
d7DGGcjeSAm2eAyctiKpyQ,Cartel Taco,12,4.5
0NMmNxqEMOZ-e0ESwzNnWw,Mumgry,3,5.0
vp301h_QIwZpZc9vVpgyKA,Geek Sweets,3,5.0
KU8lV6lf-PQiuMtj41DelA,Green Coast Coffee,3,4.5
nB2N7EwLi3CLsQBWAkYUMQ,Hot Dog Stand,3,4.5
KQzB63AKTgkefcZxQpNOTw,Big Dogs,2,4.0
a3RG4bP4Wun-NgrH1uZZhw,The Juice Caboose,3,4.5
e5NQnrKrFmU_OivObaC7UQ,Yellow Basket Baking,2,5.0
o63UdqhhzA17XtyC-X4O8w,Spring by Alan Chung Hung,1,5.0
kMh5p2iQ-6Z6RbmrBivraA,Crossroads Cafe,2,4.5
4ZIpwrNr51oi30D8R6072Q,Plates By Payts,2,4.5
c2_wO8jC9BSWnX5onAriOQ,Elbo Patties,2,4.5
e7rKQdWlynQpm5NFukEdsQ,Lumbermen's Arch Cafe,4,3.5
KUAsPjpy2pQcItMofwo2lw,It's All About Grill,3,4.0
sQ0fBSttmA3-LNxAaFwZTg,Sausage Cart,1,5.0
kMg9vBlpJ9e_wcU7e1yHZQ,More... Please,1,5.0
_-eV3VGH9_1dQ1acbHdtcA,Façade Festival,1,5.0
I0rBB5rK5Ow-qtsHUEmgeg,Arielles Sweet Tooth,1,5.0
r9P-Laza7Th9CnCDWvuaSA,The Sweet Alley,1,5.0
eOVTyiE-GMfG1NdG_-Z4Zg,Sweet Fairy Hut Catering,1,5.0
YtUuz38Sqhg0kDM9WunRIw,Bah! Baked At Home,1,4.0
AUAF4JbMmeUzUxrdfxBZhQ,Sustainably Sweet,1,4.0
soc2BgJ5g2o5DtEKafyhgQ,Trudy Ann's Chai,1,4.0
LHr4sVDp8tCnL_bkQxdUQw,Nabob Pop Up Cafe,1,3.0
7I3zpAtJg9La5CsqjM8d3Q,BeaverTails Pastry & Poutine,1,3.0
wDmBNugSnKZDDUeYm7dA1Q,Karla's Specialteas,1,3.0
0fGh_lANUDc93j0zQydZMg,Vancity Bakeshop,1,3.0
paSPh_JP5D_EC3uwMVPpwg,My Oh Mai Foods,1,3.0
wWJuMUz3pWL9OVfGD30vaA,Pacific Lounge,1,2.0
cA_W0XQcTsYZUwOXlGj48A,Sopra Sotto,127,4.0
kps_seTW758-4BPga_X68w,Dolce Amore,136,4.5
nV6nLxww8P3xAshYZmalZA,Ginger Sushi,78,4.0
iPlWTqPac_B9qpS0Y_AhcQ,Tandoori Palace,123,3.5
jKpHTUzCoXBFjdg8PMCsVA,The Charlatan,155,3.5
ulsLlVcGvuLOSN0n3bR2zg,Harbour Oyster + Bar,68,4.0
2ACWJP0YGyKhpU8vMUWPBg,Marcello,323,3.0
7EKeO01Wmal-9tLqVUXUvA,Sake Maki,69,3.5
9k97YeY5BAr76bI5N1HKJA,Merci Beaucoup Cafe,21,4.0
Vtmuv3UZsUDr7q1JIngzLg,Livia,52,4.0
qX3N-KukDJOU4hfb-dfvbA,The Dime,140,3.0
je53sE7RTFj9Nix0aatH3g,Viet Family- The Vegan House,14,4.5
5lAYuU0vMEkYXMgSBUnDcw,Arriva Ristorante,69,3.0
-3jnPOLStOTqf7pF_4mKRg,Auntie Jen's Pizzeria,15,4.0
6wzztDGSDViDWp27tBGoSQ,Vera's On The Drive,28,3.5
GdAij7JCPWDfy0Z50m-TIA,Hanai,9,4.0
QrmiSkUQeW2MjeNixp0blA,Paris Bakery,13,3.5
gla7RuGJHuJ5xV8Nt-zVzQ,Hirado Sushi,35,2.5
Ma2vzb0TaS5kYslDwE2D2w,Bar Corso,3,4.5
wfHsRTzfpQXAZtz6lhHLtg,Hinn Ramen,4,3.5
Wvzy3EHqvgFw4vixKirsAg,Cozen,1,4.0
2AGNvq-2neVmqyGq9_Vmnw,La Grotta Del Formaggio,181,4.5
psIbeHKmHygG_XVBuEv7qQ,The Cannibal Cafe,251,3.5
TZFzuM0bq0yCfyipTxXCYQ,Fratelli Authentic Italian Baking,80,4.0
ZOu3gVwRIV9T20f56yyVCw,Café Calabria,97,3.5
lCp-kUjIyexSjTph6P2L2Q,Belgian Fries,207,3.5
aDx0sjQpEq2--ENk5vw0aQ,Mediterranean Specialty Foods,28,4.5
rcGTDmh60fbuiI5wG4NbTA,Kojima Sushi,68,3.5
90Mh5BxmRthFFFhfapb2Og,Take Thai Home,72,3.5
u2mD3F_-7D5jcqreAQ1d1A,Continental Coffee,55,3.5
vi9OG-2KBsAQYjybvIJvoA,Giancarlo's Sports Bar,12,5.0
gpsha2OUsHpQHSXO5SRVKw,Oh Sweet Day,25,4.5
ioTETSXgFmHQjBfqJjwc_Q,Red Burrito,81,3.0
Z4zmiTwWIgpO5AIVqEP5Nw,Social,15,3.5
6pCz3tYqjilN9UKpIAmKMg,Sal y Limon Mexican Cuisine,9,4.0
jrW5mnMLDp2BeGZh8A6VFg,Sushi Ninja,10,4.0
zSgaHiJPpSe_lKqYHg083g,Park Drive,19,3.0
ElU6zr1-L9XuErmdDy5ViA,Delhi Fusion Indian Cuisine,6,3.5
92FXE6-VIhvk0i_MZaVjqQ,COBS Bread,2,4.5
bSny_9mk53IpeC-oYhpQrA,Aroma Cafe con Piernas,1,3.0
_W2n7LHfjQmWtv_yca0xqQ,Osita,1,3.0
7ekikf8asCXX3hBgdKp8rA,Babylon Tea Company,1,1.0
I0r8kMimYW2BY6lINcZRFA,Kishimoto Japanese Kitchen,504,4.5
JoaCHPW7XMzZJDAjFKl3jg,Elephant Garden Creamery,120,4.5
pI9ZtT7OHt5sMJC7MxutFQ,Fire Pizza,182,3.5
l5YE5LXTdFQ3DdmECHVWpQ,Prado Café,123,3.5
ip5hyNODb1XTq1-3rDKs6g,Addis Cafe Ethiopian Restaurant,29,4.5
qeFnyrrsUwW8Ww_ojxcssQ,Best Falafel,76,3.5
_e56IaLWRU9RTdRDbqtLEg,Rinconcito Salvadoreno Restaurant,87,3.5
zcoPjPRU_gtzkUXXa07Tzw,Grounds For Coffee,42,4.0
HF7NNHZXHyTVyOON26mBHg,Sushi Ville,146,3.0
LklghlHetMds8vGlEshMjg,Tangent Cafe,136,3.5
T7KT5Ag16ySOq4LDwbkUoQ,La Pache Pizza,23,4.5
v7910-DAd5gQuRcJTi953A,Riddim & Spice,36,3.0
WsBJnjMAy2KOIE9InQupug,4 Brothers' Pizza,31,3.5
3zaU9jNhg_plHlTJGJbENg,Holy Smoke,2,4.5
1kIQ8te28ErAK-dFyLHcaA,Hariyali Express Indian Cuisine & Bar,1,5.0
I_htQGvBNVkH2j1zaEfANQ,Uncle Fatih's Pizza,169,3.5
VznOFJQbZ9PZKrzdXkkiiA,St. Augustine's,274,3.5
JIlC64DUU57S5PDmtPb9yA,Megabite Pizza,51,2.5
hIPlc-k-0-g6oTcH1C5BZQ,A&W,30,2.5
s7RG7BBV4Yp0r6OaJ6wPwQ,Blenz Coffee,27,2.5
n756OL-fbe0sOKAMEfsphg,Hon’s Wonton House,5,2.5
o-AGcEVVbNDk3_SCEhNERg,Donair Dude,3,3.5
j-teQtiryfYDm_OJiSvGVw,Daddy's Kitchen,61,4.0
viIkP8GvprnuDSMWVc-8fw,Commercial Sushi,62,3.0
qojkMf7X9QjjTBMpsFIkiw,Broadway Station Sushi,92,3.5
WSydilwKsDcBfGODExHHJQ,Chai Wagon,12,4.5
2KcGg4og_5ViWNs2WyKIdQ,Kyle's Café,30,3.5
4dx9reXFn8EINhbHrBiYgw,DK Chicken,7,3.5
FEqXdPjcbE5tTTPWHnwtkw,McDonald's,18,1.5
fExtjpt8trKzZC-_tFDH-w,Subway,12,1.5
CseWcX_WffrIF95u25qGXw,Quiznos,9,2.0
kx92VyzuatqMLO-UGhfJKw,Freshslice Pizza,10,2.0
l33KtjOlGzN_Q8ceGJ2NGg,Rooster's Ice Cream Bar,111,4.0
FkhnsXK5JYUsA-dCYoJQNA,The Paper Crane,25,4.0
JqTBmUiEbQ_tFt_wtKjQGw,The Lido,19,3.5
Jkaobpsv1AKThgRQbqd7aA,Alice Townley Park,1,3.0
4EV_ZcQmjAmP3pmO-_nb2A,Miku,2059,4.5
cKJ2YNQ-fMlJS2eWS_N7jQ,Festal Paleo Cafe,95,4.0
eWoyUHGA44U6jCdXDhRfIQ,Arturo's Mexico to Go,42,3.5
emeaXJIk6jy4Vb8r1wnkxg,Chronic Tacos,32,3.5
3jyz605NGvJV6uId5tjf9Q,Deville Coffee,13,4.5
kmYutX-6Vo2EgvwAHU0c8w,Railtown Cafe,21,3.5
2ANDBIhkoO4SS07RK2GDyg,Freshii,70,2.5
-P961fNkJNpTfO4L1DAbSA,A&W,26,2.5
_nNUhU9r-93hCkMLljg7Jw,Dim Sum Express,12,3.0
sMqd9yflL4GiRD22bCl7WA,My Toan,4,3.0
AUBRwXtPavV6IhPHX4GRSQ,Creme de la Crumb,7,2.5
s3loU-mRXSYos-_hvVY3RA,Waterfront Centre,4,3.5
lkawl3pb77G-K8xVocaJ_Q,Blenz Coffee,7,2.5
pvRp-rIAgTnooesjeCj3Dw,Granville Square Plaza,2,4.0
_h4EJzahR9-YQSgv4b8u9Q,Swiss Coffee Cup Cafe,2,4.5
hZb77OFyASOJMGAJCfwDVA,Canadian Pacific Railway Company War Memorial,1,4.0
-d-_pDV5qIyZsTjGihCwdA,Blenz Coffee,3,2.5
l184Y1d3oAa5_Al4YIaRjQ,Anh and Chi,566,4.0
bCJJDgKVudbaFL5-2gMm3Q,Sushi Hil,13,4.0
eIjgojlxRxC77-PZQkIo6w,Church's Texas Chicken,34,3.0
jPvAuma6y7Wf5XskgN6qKg,Nikkyu Japanese Restaurant,78,2.5
kyKSPGalAGSUdEv38Cx9Uw,Pizza Hut,38,1.5
X6BwoRVw9SZllZ4jAMfdSQ,Suyo Modern Peruvian,4,3.5
Xno26mcyiOtgHoUkJ0gGIQ,Grimmett Park,2,3.0
pP9eottHTBCGW9uEBR5myw,The Poodle On The Pole,1,2.0
bNd0KN1pI-1XNlCq8JF--Q,Pizzeria Barbarella,201,4.0
9KgB4mKZnW7GRU3zjPcxvw,Fassil Ethiopian Restaurant,139,4.5
vEMHHSQW9JDBnBkGoQ5i1w,Catoro Cafe,32,4.0
MTtZkpq2ALQFlLaM2AK91A,Anna's Cake House,45,4.0
I5dIeOqjOL-AnoH9OLNh_Q,Hail Mary's,15,4.0
xieW0hEoCWIFzavfJbWK4w,Nha Trang Restaurant,20,3.5
TDT5DiZ9preK1ad0AFLlDw,Klasik Inasal & Noodle Express,12,3.5
KAkycZxNCavRvN5_XKAHNw,Ba Le Banh Mi,28,3.5
C-ddZ2lcotmzqf-grZbs1w,Camion Cafe,7,5.0
8HRKVSGAHBazLZFeeVJBsQ,KFC,27,2.0
fypxzyH9vQ3yO8mBTmiMqA,Moose's Down Under,139,4.0
hoTL3Z09TEpIzWcX5YAk3w,Mink - A Chocolate Café,206,3.5
9QJ5_oSo5dl5Xi8fZ_vddg,Palate Kitchen,88,4.0
oHLb2hTklvXCTSnMFpciog,Sandwich Plus,37,4.5
18J36O-RtwKjemcr8AKadA,Hydra Estiatorio,89,3.5
O1LDlBOV-MuJE9l5F1ewsQ,Sciué Italian Bakery Caffé,98,3.0
gUDUj1v1VcSaR_7QLLQtNg,India Abroad,44,3.5
hm8sZmShmdxcAZxIyBDPjg,VAN CHA,6,4.5
2rRb62ldXtzADt07WtI0AA,Shogun/Sapporo Ramen,51,2.5
gvP4ILEOHSJ7lja8H0mqig,Curry Hut Indian Bistro,6,5.0
_i3YZocozAfEWTRIJX3HTQ,Bibiko,18,3.5
aADVJzZ5KouzRm66BD7DHA,International Food Fair,12,4.0
UStCIwJABUE5ri2njFTeKA,Chinatown,14,2.0
0Br1NRv_mxeFNz6-zqJahQ,Tim Hortons,10,2.5
uyTRqJvQhnK8mOqV6AJeLQ,Fit for Life Restaurant,6,3.0
9xnZfOKkWXsaMYfIj3cx0g,Chelsea Restaurant,3,3.5
O83jJMrY9ZowMNTmYlfrhw,Open Outcry & Pop Salt,12,4.5
8UvuwVsDEyGjPsY2hEKm2A,Black Pearl,4,3.5
c_XLPDxwemBejfceE3CBkg,Twin Leaf,3,4.5
lApzXZaTXnsm5n8Ncc4yQw,Bubble Waffle Cafe,2,4.5
3TGGEz-1YHGYlrM1QTjUyg,Fumiyoshi Japanese Restaurant,11,2.0
j09NT31AigVf8nexQR6P7A,Salad Loop,4,2.5
O5tu2zGAi0QtWDm-ntWJJQ,Kumo Japanese Ramen,3,3.0
EeoqAG5ST9WPPHFiNKMgrA,Space Venus,2,4.0
U43N7XRyuC5q5tyoQuluVA,Bubble Waffle Cafe,1,4.0
y3T7igWjA9H8U8RDvSJRGQ,Hornby Sushi,1,4.0
y1fDCgz1Bw9IbZqOx87WyQ,Vancouver International Fashion Week,1,4.0
_yXZaBSbGTdvz0bcJ7hzrQ,Dance of Time 1,1,3.0
a4gSpd2bnghmMEiMZsMqkQ,Woman Aflame,1,3.0
MzPOmxFhXfZ9BJ3egLTaFw,Persis Greek,1,4.0
9J0Vfl6wJusqvbMT3jQJjw,McSpadden Park,2,4.0
CkL93P0s4GeUihqWkiPi0g,Aleph Eatery,65,4.5
1nBhPHD4j_vMs0GlOqjctw,JJ Bean Coffee Roasters,24,4.5
gfj2Nyut-fEjWOMQBjQ7xg,Straight and Marrow,23,4.5
vTPO6coQgKb7rDrLzFdqhQ,The Pie Shoppe,81,3.5
y4vjMBAda7zdSglUnurecg,Elephant On Powell Restaurant,5,5.0
1cLwr5seljEEtxalUaN-gw,Operation Sunshine,2,3.5
w3HSOOqJednBOYbO3fajvQ,Les Faux Bourgeois,443,4.0
b8hOuhfKH_NSacq22pw8Sg,Matchstick Coffee,205,4.0
FHT6xHg8qhbJskGPnqOl7w,The Gluten Free Epicurean,128,4.0
Z7el8tD1s7WF7p9J_D6BQg,The Lion's Den Cafe,70,4.0
tU4mzPa6-8Cv1Xtcke-PMA,McAuley Park,1,4.0
gMhOzTi6EpCCgybYHZ0maw,Odd Society Spirits,39,4.5
Sl2d6CgtphU2lh7YY_KgZA,Kafka's Coffee & Tea,8,4.5
zu58Fz_lur97NGf4GjwQYA,Word.,1,5.0
VPqWLp9kMiZEbctCebIZUA,Medina Cafe,2506,4.0
VlV2pcklu5HY32F5MhIgIg,Le Petit Belge,329,4.0
Bznl0qYDT-V6DIVkimUBKw,Straight Outta Brooklyn NYC Pizzeria,216,4.0
vtGxOG7DVS7ftBzRW94uDA,Super Chef Grill,79,4.5
741SMgw6IZUEuQOCqzcSfg,Ebi-Ten,140,3.5
ArAU-fNFnbgzkaekuXLBpA,Hubbub,50,4.0
Iwr76dKTCjFY0ukCRUg4rQ,Gelato Express,41,4.5
zMQNKgVrav_zVsiZYi3jNg,Pacific Coffee Roasters,36,4.0
mbK6zWkSQKqoPZ5Kq_Joeg,Sushi Sonoya,29,4.0
cw1SgRYD7uubwovcGg18kQ,Mediterranean Greens Salad Bar,42,4.0
wQX_TZqgV-xJH6aNNPwayA,Sushi Bros,35,4.0
vJ3oPSOWKBkLhl6bTuGBjw,Gong Cha,89,3.0
TyxGpeuPBkCpOhiZGB-mxg,Tim Hortons,82,3.0
UAYCq0BHeHLYGCEBslpj1g,Hendricks resto lounge,19,4.0
TYeVPg7eqJd3THXG4nCyiQ,Blenz Coffee,18,3.5
LKpCvxmKWJvUINrnr8TEuQ,JJ Bean Coffee Roasters,23,4.0
sY5EJemDoHXY2Exm0BnyOA,Little Bee Bubble Tea,8,4.5
J-cW4KLZbwv0o_QdC3dlrw,Starbucks,9,3.5
_euBl_vh5YewBn0vj3H6KQ,Big G Fried Chicken Steaks,22,2.5
7tIxSphGp1--Vxt-yckHCA,L'Orangerie Dining Room & Loung,4,4.5
_hgnabctXKOVhiU6XkbxQg,SKK,20,2.5
AUZzqFeoDjDwIsM53a1ngA,DQ / Orange Julius Store,13,3.0
F7wUp0MF5aCHqRYF-BDshQ,A&W,11,2.5
uq0_r1t-uJjkIEjDzjYQ4A,Ikoi cha,5,3.0
umte7GLxBTtPdq_pNw7O6Q,Sorento,2,3.5
L-alNHz3NBkZR-S6xRnVjQ,Blenz,3,2.5
PNX8AJe8tAsPuphmHkRXAw,7-Eleven,5,2.5
z_4L33kItkBtPbTi9x8U0A,Pelicana Chicken,1,4.0
