id,name,review_count,rating,station_id,Station ID,latitude,longitude,Station Name,Data Collection Timestamp,Empty Slots,Available Bikes,Total Slots,Status,Proportion of Bikes Available (%)
gV9lrbWr1CE1Jl0E58UO2g,Minami,725.0,4.0,32603a87cfca71d0f7dfa3513bad69d5,32603a87cfca71d0f7dfa3513bad69d5,49.274566,-123.121817,0004 Yaletown-Roundhouse Station,2022-11-12T18:26:37.848000Z,14,2,16,online,12.0
htvl5L_V-zKN0UvUgP60PQ,Robba da Matti,470.0,4.0,32603a87cfca71d0f7dfa3513bad69d5,32603a87cfca71d0f7dfa3513bad69d5,49.274566,-123.121817,0004 Yaletown-Roundhouse Station,2022-11-12T18:26:37.848000Z,14,2,16,online,12.0
mkqiEUO9KZbYtFPaDGxT0w,MeeT in Yaletown,150.0,4.0,32603a87cfca71d0f7dfa3513bad69d5,32603a87cfca71d0f7dfa3513bad69d5,49.274566,-123.121817,0004 Yaletown-Roundhouse Station,2022-11-12T18:26:37.848000Z,14,2,16,online,12.0
33vTX7D5up56a1dm_AGsUQ,Mister,269.0,4.0,32603a87cfca71d0f7dfa3513bad69d5,32603a87cfca71d0f7dfa3513bad69d5,49.274566,-123.121817,0004 Yaletown-Roundhouse Station,2022-11-12T18:26:37.848000Z,14,2,16,online,12.0
sPPMSEvhjkWcJUPA9DtX7w,Loving Hut Express,63.0,4.5,32603a87cfca71d0f7dfa3513bad69d5,32603a87cfca71d0f7dfa3513bad69d5,49.274566,-123.121817,0004 Yaletown-Roundhouse Station,2022-11-12T18:26:37.848000Z,14,2,16,online,12.0
BvzP3ytN5VWLAelR5i-DYA,The Yaletown Distillery Bar + Kitchen,188.0,3.5,32603a87cfca71d0f7dfa3513bad69d5,32603a87cfca71d0f7dfa3513bad69d5,49.274566,-123.121817,0004 Yaletown-Roundhouse Station,2022-11-12T18:26:37.848000Z,14,2,16,online,12.0
tdcbwxEP8JZfgx1NaRS9-g,Hapa Izakaya,203.0,3.5,32603a87cfca71d0f7dfa3513bad69d5,32603a87cfca71d0f7dfa3513bad69d5,49.274566,-123.121817,0004 Yaletown-Roundhouse Station,2022-11-12T18:26:37.848000Z,14,2,16,online,12.0
pzPNqJuBgkzDb9DV2fvjfQ,Salsa & Agave Mexican Grill,204.0,3.5,32603a87cfca71d0f7dfa3513bad69d5,32603a87cfca71d0f7dfa3513bad69d5,49.274566,-123.121817,0004 Yaletown-Roundhouse Station,2022-11-12T18:26:37.848000Z,14,2,16,online,12.0
f7Sr6NKUtQYCZZSvYiNvtA,Cactus Club Cafe,204.0,3.5,32603a87cfca71d0f7dfa3513bad69d5,32603a87cfca71d0f7dfa3513bad69d5,49.274566,-123.121817,0004 Yaletown-Roundhouse Station,2022-11-12T18:26:37.848000Z,14,2,16,online,12.0
0zErZVaaOhJUV1lNEqEc6Q,Bistro Sakana,131.0,3.5,32603a87cfca71d0f7dfa3513bad69d5,32603a87cfca71d0f7dfa3513bad69d5,49.274566,-123.121817,0004 Yaletown-Roundhouse Station,2022-11-12T18:26:37.848000Z,14,2,16,online,12.0
ApjtI5aULYXY4IXm_WNVjw,Sushi Maro,84.0,3.5,32603a87cfca71d0f7dfa3513bad69d5,32603a87cfca71d0f7dfa3513bad69d5,49.274566,-123.121817,0004 Yaletown-Roundhouse Station,2022-11-12T18:26:37.848000Z,14,2,16,online,12.0
Vbxro_sbR21MXBsoqE_ogQ,Starbucks,24.0,4.0,32603a87cfca71d0f7dfa3513bad69d5,32603a87cfca71d0f7dfa3513bad69d5,49.274566,-123.121817,0004 Yaletown-Roundhouse Station,2022-11-12T18:26:37.848000Z,14,2,16,online,12.0
ai64rPmUd14onCCkwDSoCA,Cha Yuan,18.0,4.5,32603a87cfca71d0f7dfa3513bad69d5,32603a87cfca71d0f7dfa3513bad69d5,49.274566,-123.121817,0004 Yaletown-Roundhouse Station,2022-11-12T18:26:37.848000Z,14,2,16,online,12.0
nnffEZLV13xqsjTIxXeqIA,Little Saigon Yaletown,95.0,3.5,32603a87cfca71d0f7dfa3513bad69d5,32603a87cfca71d0f7dfa3513bad69d5,49.274566,-123.121817,0004 Yaletown-Roundhouse Station,2022-11-12T18:26:37.848000Z,14,2,16,online,12.0
6we9hSReCQ0urWSMoHDfpA,Black Echo Coffee,11.0,4.5,32603a87cfca71d0f7dfa3513bad69d5,32603a87cfca71d0f7dfa3513bad69d5,49.274566,-123.121817,0004 Yaletown-Roundhouse Station,2022-11-12T18:26:37.848000Z,14,2,16,online,12.0
NqNVJzRLCVojpC_qk9QQeQ,Capo & The Spritz,25.0,3.5,32603a87cfca71d0f7dfa3513bad69d5,32603a87cfca71d0f7dfa3513bad69d5,49.274566,-123.121817,0004 Yaletown-Roundhouse Station,2022-11-12T18:26:37.848000Z,14,2,16,online,12.0
DhKfYlqLf5kKVC-XCByi_w,OPUS Bar,21.0,3.5,32603a87cfca71d0f7dfa3513bad69d5,32603a87cfca71d0f7dfa3513bad69d5,49.274566,-123.121817,0004 Yaletown-Roundhouse Station,2022-11-12T18:26:37.848000Z,14,2,16,online,12.0
_734xg7ZVHgBrTxojRunyQ,Paulies Kitchen,46.0,3.0,32603a87cfca71d0f7dfa3513bad69d5,32603a87cfca71d0f7dfa3513bad69d5,49.274566,-123.121817,0004 Yaletown-Roundhouse Station,2022-11-12T18:26:37.848000Z,14,2,16,online,12.0
D4SQ5UvvAcuGP5q685952Q,Bar None Nightclub,67.0,2.5,32603a87cfca71d0f7dfa3513bad69d5,32603a87cfca71d0f7dfa3513bad69d5,49.274566,-123.121817,0004 Yaletown-Roundhouse Station,2022-11-12T18:26:37.848000Z,14,2,16,online,12.0
AX_6GWJ8gPBrrnxeJgTN-A,Mapo Pancake House,8.0,4.0,32603a87cfca71d0f7dfa3513bad69d5,32603a87cfca71d0f7dfa3513bad69d5,49.274566,-123.121817,0004 Yaletown-Roundhouse Station,2022-11-12T18:26:37.848000Z,14,2,16,online,12.0
zSVlSPVRWk2I9u28cE8brw,Zab Zaab Thai Cuisine,7.0,4.5,32603a87cfca71d0f7dfa3513bad69d5,32603a87cfca71d0f7dfa3513bad69d5,49.274566,-123.121817,0004 Yaletown-Roundhouse Station,2022-11-12T18:26:37.848000Z,14,2,16,online,12.0
TLoyQDuaF2WVEBFG5arcJg,DQ / Orange Julius,12.0,3.5,32603a87cfca71d0f7dfa3513bad69d5,32603a87cfca71d0f7dfa3513bad69d5,49.274566,-123.121817,0004 Yaletown-Roundhouse Station,2022-11-12T18:26:37.848000Z,14,2,16,online,12.0
yQsbaC5AHvKgcCw347vcvA,Panago Pizza,33.0,2.5,32603a87cfca71d0f7dfa3513bad69d5,32603a87cfca71d0f7dfa3513bad69d5,49.274566,-123.121817,0004 Yaletown-Roundhouse Station,2022-11-12T18:26:37.848000Z,14,2,16,online,12.0
N-Ahs69EtsSiclDTdm1ekA,Obanhmi,4.0,5.0,32603a87cfca71d0f7dfa3513bad69d5,32603a87cfca71d0f7dfa3513bad69d5,49.274566,-123.121817,0004 Yaletown-Roundhouse Station,2022-11-12T18:26:37.848000Z,14,2,16,online,12.0
XQrDcM6Slk65d1sjxky-lQ,Grab N Go,3.0,5.0,32603a87cfca71d0f7dfa3513bad69d5,32603a87cfca71d0f7dfa3513bad69d5,49.274566,-123.121817,0004 Yaletown-Roundhouse Station,2022-11-12T18:26:37.848000Z,14,2,16,online,12.0
SfzXH5rwrUCbTA5nimEW_A,Subway,16.0,2.5,32603a87cfca71d0f7dfa3513bad69d5,32603a87cfca71d0f7dfa3513bad69d5,49.274566,-123.121817,0004 Yaletown-Roundhouse Station,2022-11-12T18:26:37.848000Z,14,2,16,online,12.0
AyPsfJ4SsDwoP2bmXD44Ng,Freshslice Pizza,10.0,3.5,32603a87cfca71d0f7dfa3513bad69d5,32603a87cfca71d0f7dfa3513bad69d5,49.274566,-123.121817,0004 Yaletown-Roundhouse Station,2022-11-12T18:26:37.848000Z,14,2,16,online,12.0
Shhhpxpg51ZXz9-CovBI_g,Aburi To Go,4.0,4.5,32603a87cfca71d0f7dfa3513bad69d5,32603a87cfca71d0f7dfa3513bad69d5,49.274566,-123.121817,0004 Yaletown-Roundhouse Station,2022-11-12T18:26:37.848000Z,14,2,16,online,12.0
-D7PKtHkig9PpBg7oRYEzQ,Faubourg,2.0,3.5,32603a87cfca71d0f7dfa3513bad69d5,32603a87cfca71d0f7dfa3513bad69d5,49.274566,-123.121817,0004 Yaletown-Roundhouse Station,2022-11-12T18:26:37.848000Z,14,2,16,online,12.0
_4R46MNkwx9MeOyt0YfNxA,Chambar,1498.0,4.0,6d42fa40360f9a6b2bf641c7b8bb2862,6d42fa40360f9a6b2bf641c7b8bb2862,49.279764,-123.110154,0005 Dunsmuir & Beatty,2022-11-12T18:26:37.849000Z,21,4,26,online,15.0
LjdbthVdtLYKSi7iVAFl0g,Jam Cafe on Beatty,1270.0,4.5,6d42fa40360f9a6b2bf641c7b8bb2862,6d42fa40360f9a6b2bf641c7b8bb2862,49.279764,-123.110154,0005 Dunsmuir & Beatty,2022-11-12T18:26:37.849000Z,21,4,26,online,15.0
K7c5urKrmZ5CZeldngwzig,Devil's Elbow Ale & Smoke House,188.0,3.5,6d42fa40360f9a6b2bf641c7b8bb2862,6d42fa40360f9a6b2bf641c7b8bb2862,49.279764,-123.110154,0005 Dunsmuir & Beatty,2022-11-12T18:26:37.849000Z,21,4,26,online,15.0
cLGh_q9jWTpp53tsj29S-w,The Dirty Apron Delicatessen,67.0,4.5,6d42fa40360f9a6b2bf641c7b8bb2862,6d42fa40360f9a6b2bf641c7b8bb2862,49.279764,-123.110154,0005 Dunsmuir & Beatty,2022-11-12T18:26:37.849000Z,21,4,26,online,15.0
U9JJQA50QgLOloqZpmtxOA,Fatburger,56.0,3.0,6d42fa40360f9a6b2bf641c7b8bb2862,6d42fa40360f9a6b2bf641c7b8bb2862,49.279764,-123.110154,0005 Dunsmuir & Beatty,2022-11-12T18:26:37.849000Z,21,4,26,online,15.0
EmzNcDaS92RDkmZog91gYw,Waves Coffee,1.0,3.0,6d42fa40360f9a6b2bf641c7b8bb2862,6d42fa40360f9a6b2bf641c7b8bb2862,49.279764,-123.110154,0005 Dunsmuir & Beatty,2022-11-12T18:26:37.849000Z,21,4,26,online,15.0
YfD85gS2NN62rTvFfkuSrg,YoYo's Yogurt,3.0,3.0,6d42fa40360f9a6b2bf641c7b8bb2862,6d42fa40360f9a6b2bf641c7b8bb2862,49.279764,-123.110154,0005 Dunsmuir & Beatty,2022-11-12T18:26:37.849000Z,21,4,26,online,15.0
i7ybVsoTF1L_Dh8TmJokQQ,Sharetea,44.0,4.0,66f873d641d448bd1572ab086665a458,66f873d641d448bd1572ab086665a458,49.260599,-123.113504,0007 12th & Yukon (City Hall),2022-11-12T18:26:37.851000Z,10,6,16,online,38.0
Zi8Ywk36Ws_4zjw2gjMMFA,iDen & Quan Ju De Beijing Duck House,60.0,3.5,66f873d641d448bd1572ab086665a458,66f873d641d448bd1572ab086665a458,49.260599,-123.113504,0007 12th & Yukon (City Hall),2022-11-12T18:26:37.851000Z,10,6,16,online,38.0
vGyDxnk9P975Rwrs05cdVw,City of Vancouver,10.0,4.5,66f873d641d448bd1572ab086665a458,66f873d641d448bd1572ab086665a458,49.260599,-123.113504,0007 12th & Yukon (City Hall),2022-11-12T18:26:37.851000Z,10,6,16,online,38.0
2NqxkKYTwVLL8HjJi-5eOg,Vancouver City Hall,25.0,3.5,66f873d641d448bd1572ab086665a458,66f873d641d448bd1572ab086665a458,49.260599,-123.113504,0007 12th & Yukon (City Hall),2022-11-12T18:26:37.851000Z,10,6,16,online,38.0
NBm-y1Jv-sV5TeDmOWDP_A,Kyu Grill,13.0,4.0,66f873d641d448bd1572ab086665a458,66f873d641d448bd1572ab086665a458,49.260599,-123.113504,0007 12th & Yukon (City Hall),2022-11-12T18:26:37.851000Z,10,6,16,online,38.0
Re-2I3yKFIMvfD14fuL_Ag,BMO Vancouver Marathon,17.0,3.5,66f873d641d448bd1572ab086665a458,66f873d641d448bd1572ab086665a458,49.260599,-123.113504,0007 12th & Yukon (City Hall),2022-11-12T18:26:37.851000Z,10,6,16,online,38.0
llF189b_pwk0h4pvnP4q-g,La Taqueria Food Truck,7.0,4.5,66f873d641d448bd1572ab086665a458,66f873d641d448bd1572ab086665a458,49.260599,-123.113504,0007 12th & Yukon (City Hall),2022-11-12T18:26:37.851000Z,10,6,16,online,38.0
dh-h2jbsa2ElN5Db0vfotQ,On the Grind - Pedalling Epic Coffee,4.0,5.0,66f873d641d448bd1572ab086665a458,66f873d641d448bd1572ab086665a458,49.260599,-123.113504,0007 12th & Yukon (City Hall),2022-11-12T18:26:37.851000Z,10,6,16,online,38.0
BV96Yfp6JY9edxYfh6KYrA,Utility box art,3.0,4.5,66f873d641d448bd1572ab086665a458,66f873d641d448bd1572ab086665a458,49.260599,-123.113504,0007 12th & Yukon (City Hall),2022-11-12T18:26:37.851000Z,10,6,16,online,38.0
bejZFTZusWxVngrsk4RE0Q,Old Country Pierogi,7.0,3.5,66f873d641d448bd1572ab086665a458,66f873d641d448bd1572ab086665a458,49.260599,-123.113504,0007 12th & Yukon (City Hall),2022-11-12T18:26:37.851000Z,10,6,16,online,38.0
qNTpFr9eBoAmwEi0OuCRQw,Sugar Cookies & Confections,2.0,5.0,66f873d641d448bd1572ab086665a458,66f873d641d448bd1572ab086665a458,49.260599,-123.113504,0007 12th & Yukon (City Hall),2022-11-12T18:26:37.851000Z,10,6,16,online,38.0
09lWhYqfb-ub7_0apDixnA,Cheyenne Coffee,1.0,5.0,66f873d641d448bd1572ab086665a458,66f873d641d448bd1572ab086665a458,49.260599,-123.113504,0007 12th & Yukon (City Hall),2022-11-12T18:26:37.851000Z,10,6,16,online,38.0
gP6UmMKWA-YOVRiDVHTZNA,1 up caramels,1.0,5.0,66f873d641d448bd1572ab086665a458,66f873d641d448bd1572ab086665a458,49.260599,-123.113504,0007 12th & Yukon (City Hall),2022-11-12T18:26:37.851000Z,10,6,16,online,38.0
qgkHO2BGFojYQFKhspzm1Q,Beatty Street Mural,1.0,5.0,66f873d641d448bd1572ab086665a458,66f873d641d448bd1572ab086665a458,49.260599,-123.113504,0007 12th & Yukon (City Hall),2022-11-12T18:26:37.851000Z,10,6,16,online,38.0
QDQJVzjs6EKLkjVUCr9d1A,Cocolico,1.0,5.0,66f873d641d448bd1572ab086665a458,66f873d641d448bd1572ab086665a458,49.260599,-123.113504,0007 12th & Yukon (City Hall),2022-11-12T18:26:37.851000Z,10,6,16,online,38.0
REyYJC3G8rRlNM0z3XJ7Zw,In the Oven,1.0,5.0,66f873d641d448bd1572ab086665a458,66f873d641d448bd1572ab086665a458,49.260599,-123.113504,0007 12th & Yukon (City Hall),2022-11-12T18:26:37.851000Z,10,6,16,online,38.0
KZCG_rFrSixuGCmQWhghOQ,Chili Tank,1.0,5.0,66f873d641d448bd1572ab086665a458,66f873d641d448bd1572ab086665a458,49.260599,-123.113504,0007 12th & Yukon (City Hall),2022-11-12T18:26:37.851000Z,10,6,16,online,38.0
BiaJDrkhB1BkemprfeRRTw,CockCakes,1.0,5.0,66f873d641d448bd1572ab086665a458,66f873d641d448bd1572ab086665a458,49.260599,-123.113504,0007 12th & Yukon (City Hall),2022-11-12T18:26:37.851000Z,10,6,16,online,38.0
s7xLMRGqBUhxndYzfiP9Xw,Keegan Country,1.0,1.0,66f873d641d448bd1572ab086665a458,66f873d641d448bd1572ab086665a458,49.260599,-123.113504,0007 12th & Yukon (City Hall),2022-11-12T18:26:37.851000Z,10,6,16,online,38.0
JoaCHPW7XMzZJDAjFKl3jg,Elephant Garden Creamery,120.0,4.5,485d4d24c803cfde829ab89699fed833,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,0008 8th & Ash,2022-11-12T18:26:37.852000Z,4,12,16,online,75.0
Z4a5aQ1Z3phEgVAvs7pWvQ,Secret Food Tours Vancouver,1.0,4.0,485d4d24c803cfde829ab89699fed833,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,0008 8th & Ash,2022-11-12T18:26:37.852000Z,4,12,16,online,75.0
UkSNdIF54dvas25eh_CmFw,Caffe Cittadella,153.0,4.0,485d4d24c803cfde829ab89699fed833,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,0008 8th & Ash,2022-11-12T18:26:37.852000Z,4,12,16,online,75.0
u-tcnG8zdDG8QWYTctxyfg,Cactus Club Cafe,137.0,3.5,485d4d24c803cfde829ab89699fed833,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,0008 8th & Ash,2022-11-12T18:26:37.852000Z,4,12,16,online,75.0
UC53PBtr2nwO19AGB8Wn4w,Benkei Noodle Shop,174.0,3.5,485d4d24c803cfde829ab89699fed833,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,0008 8th & Ash,2022-11-12T18:26:37.852000Z,4,12,16,online,75.0
MQK-AA9xOFFLKBfd7bVSZw,Red Truck Beer,83.0,4.0,485d4d24c803cfde829ab89699fed833,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,0008 8th & Ash,2022-11-12T18:26:37.852000Z,4,12,16,online,75.0
YH_jjPE1ieLSGC-YqJk0Lw,Tractor,24.0,4.0,485d4d24c803cfde829ab89699fed833,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,0008 8th & Ash,2022-11-12T18:26:37.852000Z,4,12,16,online,75.0
rRb2CvNCNWyPSQdeVme9-Q,Takenaka,36.0,4.5,485d4d24c803cfde829ab89699fed833,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,0008 8th & Ash,2022-11-12T18:26:37.852000Z,4,12,16,online,75.0
KBFdi6qNgzNY3g0gmRSWwg,Disco Cheetah,43.0,4.0,485d4d24c803cfde829ab89699fed833,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,0008 8th & Ash,2022-11-12T18:26:37.852000Z,4,12,16,online,75.0
sbeSmeab0vbu4r85Egp7SA,Rolling Cashew,19.0,4.5,485d4d24c803cfde829ab89699fed833,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,0008 8th & Ash,2022-11-12T18:26:37.852000Z,4,12,16,online,75.0
L5mlxUIVSzI-z3AbJb3v3w,Chouchou Breton Crepes,18.0,4.0,485d4d24c803cfde829ab89699fed833,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,0008 8th & Ash,2022-11-12T18:26:37.852000Z,4,12,16,online,75.0
ziQqb3wVR0WHCOyFiw2XmQ,Kamei on Broadway,5.0,5.0,485d4d24c803cfde829ab89699fed833,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,0008 8th & Ash,2022-11-12T18:26:37.852000Z,4,12,16,online,75.0
0hu0ZDyEd-ZELKQf50RW2w,Boca'o Spain in a bite,8.0,4.0,485d4d24c803cfde829ab89699fed833,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,0008 8th & Ash,2022-11-12T18:26:37.852000Z,4,12,16,online,75.0
Cd9qyWB16pib-Wc9QD-Apw,Yo-Bones BBQ Catering,17.0,4.0,485d4d24c803cfde829ab89699fed833,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,0008 8th & Ash,2022-11-12T18:26:37.852000Z,4,12,16,online,75.0
5a2XO_NXosYPcstWBH5tiQ,WA-2!,6.0,5.0,485d4d24c803cfde829ab89699fed833,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,0008 8th & Ash,2022-11-12T18:26:37.852000Z,4,12,16,online,75.0
gcJAIjEHewjOi87obm6gXg,Pizza Rubato Napoletana,2.0,4.5,485d4d24c803cfde829ab89699fed833,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,0008 8th & Ash,2022-11-12T18:26:37.852000Z,4,12,16,online,75.0
X-L7K2BqjAoxQQLggpr2rQ,Brilliant Star Bakery,2.0,5.0,485d4d24c803cfde829ab89699fed833,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,0008 8th & Ash,2022-11-12T18:26:37.852000Z,4,12,16,online,75.0
8L4ui-CouILF4mdaCZQXzQ,The Real Patty Co,3.0,5.0,485d4d24c803cfde829ab89699fed833,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,0008 8th & Ash,2022-11-12T18:26:37.852000Z,4,12,16,online,75.0
v4GHQQUmHKnLEL-uOfjcNA,852 Kitchen,2.0,4.5,485d4d24c803cfde829ab89699fed833,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,0008 8th & Ash,2022-11-12T18:26:37.852000Z,4,12,16,online,75.0
7XzFgNgAk2xBMNNlJ_Tz_g,Porkmafia,4.0,4.0,485d4d24c803cfde829ab89699fed833,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,0008 8th & Ash,2022-11-12T18:26:37.852000Z,4,12,16,online,75.0
y2oYsHK_Ew5TWY0wbcdU1A,Yardie Grabz,1.0,5.0,485d4d24c803cfde829ab89699fed833,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,0008 8th & Ash,2022-11-12T18:26:37.852000Z,4,12,16,online,75.0
V_FCIZ0Y2vk20b88ftmwEQ,Farm Ventures,4.0,5.0,485d4d24c803cfde829ab89699fed833,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,0008 8th & Ash,2022-11-12T18:26:37.852000Z,4,12,16,online,75.0
iu9DRK5leEqUJ7xW7HSxvg,BeaverTails,3.0,2.5,485d4d24c803cfde829ab89699fed833,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,0008 8th & Ash,2022-11-12T18:26:37.852000Z,4,12,16,online,75.0
yXamWvS1iSB-_sp7ebQP0w,Creme De La Creme,2.0,4.0,485d4d24c803cfde829ab89699fed833,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,0008 8th & Ash,2022-11-12T18:26:37.852000Z,4,12,16,online,75.0
AyjYsQOvDC3GcOzHzG6Jaw,Whistler Eco Tours,4.0,5.0,485d4d24c803cfde829ab89699fed833,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,0008 8th & Ash,2022-11-12T18:26:37.852000Z,4,12,16,online,75.0
9dJ9wokvI99L0FUE8qOQ0w,Carte Diem - Seize The Souvlaki,2.0,3.5,485d4d24c803cfde829ab89699fed833,485d4d24c803cfde829ab89699fed833,49.264215,-123.117772,0008 8th & Ash,2022-11-12T18:26:37.852000Z,4,12,16,online,75.0
,,,,,b07d513f87897cff7319a0e59d7e567c,49.270877,-123.115103,0009 Spyglass & Seawall,2022-11-12T18:26:37.853000Z,12,2,14,online,14.0
7BIpo1jpmzyKlImIiZcvmQ,The Wicklow Public House,87.0,3.5,d1c9556d92f329703229fb3e33899a3b,d1c9556d92f329703229fb3e33899a3b,49.26893,-123.11813,0010 Stamps Landing,2022-11-12T18:26:37.853000Z,8,6,14,online,43.0
yOToTuLtsEA5P3nTx71X8Q,Uno Gelato,12.0,5.0,d1c9556d92f329703229fb3e33899a3b,d1c9556d92f329703229fb3e33899a3b,49.26893,-123.11813,0010 Stamps Landing,2022-11-12T18:26:37.853000Z,8,6,14,online,43.0
g1WcsMOzDGOmDvA-y0xMvQ,Mahony,158.0,2.5,d1c9556d92f329703229fb3e33899a3b,d1c9556d92f329703229fb3e33899a3b,49.26893,-123.11813,0010 Stamps Landing,2022-11-12T18:26:37.853000Z,8,6,14,online,43.0
WzDJgVPU-11oe4B5GK4Akw,Branas Mediterranean Grill,60.0,3.5,d1c9556d92f329703229fb3e33899a3b,d1c9556d92f329703229fb3e33899a3b,49.26893,-123.11813,0010 Stamps Landing,2022-11-12T18:26:37.853000Z,8,6,14,online,43.0
,,,,,95e624191c655f50e401d280cd39a9ad,49.271721,-123.104207,0011 Ontario & Seawall,2022-11-12T18:26:37.854000Z,10,10,20,online,50.0
4EV_ZcQmjAmP3pmO-_nb2A,Miku,2055.0,4.5,3e112f9fe877e0003780386359060ae6,3e112f9fe877e0003780386359060ae6,49.287214,-123.11287,0014 Canada Place,2022-11-12T18:26:37.861000Z,1,25,26,online,96.0
eWoyUHGA44U6jCdXDhRfIQ,Arturo's Mexico to Go,42.0,3.5,3e112f9fe877e0003780386359060ae6,3e112f9fe877e0003780386359060ae6,49.287214,-123.11287,0014 Canada Place,2022-11-12T18:26:37.861000Z,1,25,26,online,96.0
