Station ID,latitude,longitude,Bars - All,Bars - Open,Restaurants - All,Restaurants - Open,Shopping - All,Shopping - Open,Education - All,Education - Open,Arts and Entertainment - All,Arts and Entertainment - Open,Total - All Venues,Total - Open Venues
d145b7498709289702095a4a2fcb2e03,49.258864,-123.14353,0,0,0,0,0,0,0,0,0,0,0,0
9449a6a83fbf88452e384350e5ac95b7,49.271741,-123.155421,5,1,17,8,3,2,0,0,0,0,25,11
365da33e9ce06ea53db1173a0f8eae71,49.262822,-123.14338,0,0,1,0,1,0,2,0,0,0,4,0
707c1c54e0278fbae5d0ae3c42a25b71,49.263635,-123.099236,2,0,8,5,9,6,5,0,2,1,26,12
5105df3dd0daf4c26980f4134f61e5cc,49.28763,-123.127245,1,0,4,2,6,1,2,0,1,0,14,3
82c794442f54fabf9db6e392ca1fac0f,49.297933,-123.130758,0,0,0,0,0,0,0,0,1,0,1,0
2ca388bba54706770900ca2a9d7aa5be,49.258819,-123.131317,0,0,0,0,0,0,4,0,0,0,4,0
e7bf01431a6982f032996ad50a9e5bd7,49.280284,-123.097052,1,0,8,3,7,3,0,0,1,0,17,6
1648ead5ea617d2cea115869d9516f5e,49.276294,-123.106534,0,0,0,0,2,0,0,0,0,0,2,0
91035fe1d70b65c9cb8ec4a007af7c7f,49.277469,-123.081315,1,1,2,2,7,2,0,0,0,0,10,5
d3aaff4414a8c3fd5480c470f77ff68a,49.277665,-123.073653,0,0,0,0,3,0,0,0,1,1,4,1
b307709b305dd04328fbbf2c6db86419,49.277436,-123.070427,0,0,0,0,3,1,0,0,1,1,4,2
e9c4bd1fffbb1e5b058b8ea15f7307f6,49.280332,-123.070068,0,0,0,0,5,1,0,0,0,0,5,1
bb0847559ce71c93d8215c0997ea2811,49.279369,-123.091241,0,0,0,0,0,0,3,1,2,0,5,1
1ef5c4ff3f0b09422bb1597fd9d7568b,49.283992,-123.091206,0,0,0,0,9,3,1,0,1,1,11,4
ac3b8198f03754a0afb8b6ed6d220cdd,49.274881,-123.069323,2,1,19,12,13,9,0,0,5,2,39,24
029a505bd4422a1afd127987757f71a6,49.275882,-123.071865,0,0,1,0,5,1,3,1,1,0,10,2
0459b7e93703980b853cd65a9dc60596,49.273777,-123.092723,0,0,0,0,0,0,0,0,0,0,0,0
a21f40838346e300063bdda3c5c04105,49.265005,-123.079481,0,0,0,0,0,0,0,0,1,0,1,0
209fb233aff275020a640c8c40a18d90,49.265024,-123.08127,0,0,0,0,0,0,0,0,0,0,0,0
6b1622540fe5c85d365754dd8c20bf0c,49.271377,-123.069416,4,1,23,13,22,11,0,0,1,0,50,25
ebc551adb0fc1a684f4080e4954a9ba4,49.268616,-123.069908,1,0,13,10,17,7,0,0,1,1,32,18
6eaa02e5bcf78db5386683d38fa2dabd,49.266969,-123.069936,0,0,13,9,15,8,0,0,0,0,28,17
983e58671adcc67af94457d7887dbb15,49.263242,-123.070521,1,1,5,3,1,1,0,0,0,0,7,5
797ff1725f8d2b18337de51e240ff60d,49.261403,-123.070102,0,0,8,7,12,6,6,0,4,0,30,13
277b4b4881bdb7dac73012672179def8,49.261263,-123.073707,0,0,0,0,0,0,0,0,0,0,0,0
e1ff428dadc7c32141b9d89a7b56728a,49.262242,-123.081459,0,0,1,1,0,0,5,1,0,0,6,2
012d3e06901cc222b1c2cf0a2ace3a29,49.262321,-123.09306,1,0,1,0,5,1,1,0,1,0,9,1
a6455af6b689bcbad07ae2c8a3419b50,49.264251,-123.073853,0,0,0,0,0,0,0,0,0,0,0,0
475627e149c1a6ba73caac8d8d2fa617,49.266751,-123.073501,0,0,0,0,0,0,2,0,0,0,2,0
f387ec226c432c5c054e3d3616d90501,49.270684,-123.073562,0,0,0,0,1,0,0,0,1,0,2,0
1675a77b9af656faf527b4e6de53e63b,49.2731,-123.0732,0,0,0,0,1,0,0,0,0,0,1,0
1bca0e944a4faf170db82793414b03ab,49.254667,-123.101389,1,1,6,4,10,3,0,0,1,1,18,9
d0782213f003ce9eb276fbceff44f1f4,49.256694,-123.096579,0,0,0,0,1,0,0,0,0,0,1,0
1ef01f2f89621d51afbabaa6296e55be,49.258352,-123.096337,0,0,0,0,0,0,0,0,0,0,0,0
c47a1f62ea461ce1c9f3e2478c657df6,49.258817,-123.092797,0,0,0,0,1,0,0,0,1,0,2,0
0cee06d7d10f7d3162cea03d22b7beed,49.26151,-123.089413,1,0,4,2,2,0,1,0,1,0,9,2
f62bc2bfe9a0a563d5b6745ce6d962ba,49.263382,-123.088837,0,0,3,0,1,1,0,0,0,0,4,1
1c8f7fd6535db12cc45cfc59aa9da058,49.261353,-123.085333,0,0,0,0,0,0,0,0,1,0,1,0
17a3320a52bcc62161908967f8a06613,49.264466,-123.085183,0,0,0,0,1,0,0,0,0,0,1,0
aed214941445e0345aa3254805a9e8b8,49.280197,-123.065859,0,0,1,0,1,0,2,0,0,0,4,0
d67640af1b3b3b3ce47169dbc9182470,49.266725,-123.065925,0,0,0,0,0,0,0,0,0,0,0,0
b2c6aaf2b4fa8937bfe3941c038683aa,49.261188,-123.066009,0,0,0,0,0,0,0,0,0,0,0,0
0a43242bee10cd33f539af2c1bf5ecbf,49.256857,-123.065646,0,0,0,0,0,0,0,0,0,0,0,0
198810b9b0af5d229d1b6fa12c620e06,49.283986,-123.065264,0,0,2,2,7,2,0,0,1,0,10,4
d02e2eaafda91425eddd24d8acd328ab,49.257985,-123.083366,0,0,0,0,0,0,0,0,0,0,0,0
08c7a90bf297fde8c1f1156db13987d4,49.257939,-123.089531,0,0,4,3,4,2,0,0,1,0,9,5
97005696a3dff3366a8410b817388990,49.256496,-123.075426,0,0,0,0,0,0,0,0,0,0,0,0
c52e51e3288a00993bdf892fdc2c2c2c,49.283236,-123.070443,0,0,0,0,4,2,0,0,2,0,6,2
7d231a181d21056e4ba80c4d9939fe92,49.267266,-123.090786,0,0,0,0,1,0,6,1,0,0,7,1
dcf3d5c9f1b3a46f0ef2eb2247931f89,49.265242,-123.095577,0,0,0,0,0,0,0,0,1,0,1,0
9bee3167f10c884044cea0d36afcd1ef,49.265213,-123.090785,0,0,0,0,0,0,0,0,0,0,0,0
45a4c865db23e1cad0209afa5a799de0,49.302577,-123.155616,0,0,1,0,0,0,0,0,0,0,1,0
fe0c57d04d6e682d284d501446095fc9,49.277595,-123.09583,0,0,0,0,1,0,0,0,0,0,1,0
b10d422b045805f1c350c47c983381e8,49.279235,-123.087528,0,0,1,1,1,0,1,0,0,0,3,1
4e8fdc99e77ba1b70d90e124a704d0c1,49.277333,-123.087359,0,0,0,0,0,0,0,0,0,0,0,0
b562f08327af465e4531e20226789489,49.273103,-123.069892,0,0,15,8,13,8,1,0,1,1,30,17
4ac99b928a91d8ccb785c9d0b805adb6,49.261973,-123.09725,1,1,2,2,26,11,0,0,0,0,29,14
99c81f71db35911c79a86a1c5edc5604,49.275295,-123.132585,1,1,2,2,3,0,0,0,0,0,6,3
e12234b6f1299d178f34bffaca92f043,49.285871,-123.12105,2,1,34,14,29,9,0,0,3,0,68,24
5a34495280727a5b50b9aa41e14e9a16,49.284893,-123.128685,0,0,0,0,0,0,0,0,0,0,0,0
9130f9aa3bb037a04c17e6f2630327e5,49.263962,-123.112621,1,0,7,5,20,3,2,0,1,0,31,8
9a48ca226f82f52d02707b054ebc7e9e,49.277615,-123.091654,0,0,1,0,3,0,0,0,0,0,4,0
b3bb9f58d3530d33a1a09b6be9e973e0,49.282214,-123.114101,0,0,12,7,9,3,9,2,1,0,31,12
c2f4e05c01ea0d27934ac7dbc50cbd0c,49.266456,-123.100324,2,2,6,5,11,4,1,1,1,0,21,12
9a5478470b56379c31cf4e671584d5cc,49.268216,-123.103168,0,0,5,4,10,2,6,1,1,0,22,7
257715b845828e027ff35dd0f11c971e,49.284554,-123.111031,3,2,18,10,37,22,20,4,8,1,86,39
910027847876403b57f1013c16504688,49.280216,-123.117639,1,1,22,16,26,8,4,1,7,1,60,27
06487275cd19694152824c7c3088e8ff,49.266314,-123.116011,0,0,0,0,3,0,0,0,0,0,3,0
b428c0e64d9b9fdb3bf8e85c95ffdf6b,49.280852,-123.084746,1,1,4,2,6,2,1,0,1,0,13,5
d085c6749a32517e1fb0d070e4128402,49.285512,-123.1384,0,0,2,1,8,2,0,0,0,0,10,3
a6aec7b8c25da4c02829cd7839b8933d,49.27821,-123.136972,0,0,0,0,0,0,0,0,0,0,0,0
c924f6a41b130fad49cfae47271314bc,49.281301,-123.139108,0,0,0,0,0,0,1,0,0,0,1,0
8e93d0da1ee6caadf21ed9575b5fa9da,49.283298,-123.142288,0,0,0,0,1,0,0,0,1,0,2,0
9413725a5d3bb5ce2ad0682b07a3ffab,49.280787,-123.115271,1,0,5,1,4,0,1,0,0,0,11,1
7ed043a19e6a4ece742fe747b663bdbf,49.266476,-123.109389,0,0,0,0,11,4,3,1,0,0,14,5
ce5dccf5a0f190bb4567a2fd93e7971e,49.290587,-123.13625,0,0,23,12,8,4,2,0,2,0,35,16
844aa75af0d3235a86ff827c81395afd,49.312568,-123.144177,0,0,0,0,0,0,0,0,0,0,0,0
1d442ad1a71774c82688a45954e47bfd,49.262835,-123.152626,0,0,7,6,4,2,2,0,0,0,13,8
2781435bde344e1b64f1bebac6bc9008,49.256825,-123.105234,0,0,0,0,0,0,0,0,0,0,0,0
e9b37f2d9b7b2e2e3ade73f13acb69b2,49.275683,-123.124388,2,0,14,5,14,5,0,0,2,0,32,10
fffd87607aaae16fbb1f71615cbe7d17,49.263518,-123.09568,0,0,1,1,1,0,0,0,0,0,2,1
da8b6e94f90ad41a3f8de10596992372,49.28691,-123.128818,3,1,27,19,10,3,0,0,0,0,40,23
32f70f7ae14ba87523c6286a6c4d5c37,49.282503,-123.124697,4,0,12,6,5,2,4,1,4,0,29,9
df5ab349a7a85d4b10da4cc3ec65c607,49.283749,-123.136133,0,0,1,1,2,1,0,0,0,0,3,2
e0318460138ffbf4692005d5b5a9f900,49.262944,-123.148109,0,0,1,1,9,1,5,1,2,0,17,3
db51c556fe50ec1deefbc9697c70cb51,49.27029,-123.135025,2,1,4,3,36,10,1,0,18,7,61,21
58a026f0c506caec20697a4f90538450,49.280427,-123.074082,0,0,1,0,8,4,1,0,0,0,10,4
0e0aef6fabaa808b3a3cef24657257a4,49.279259,-123.119145,3,2,5,5,11,5,0,0,5,1,24,13
90c746df94ce1a12f1f617acfe4a8ce3,49.285836,-123.127265,2,1,33,17,35,11,0,0,1,0,71,29
80b5c12ef21fd47275d37b2c9935249c,49.272969,-123.164325,0,0,0,0,1,0,1,0,0,0,2,0
899f59a9994302e8e1e4be01117ef707,49.27247,-123.185643,0,0,0,0,0,0,0,0,2,1,2,1
8d2d5bb3b9142f781f2a7f441e6bad7a,49.271471,-123.17731,0,0,0,0,0,0,0,0,0,0,0,0
5de0fe55497681d4cc9dd25509cf51ab,49.290112,-123.127062,0,0,2,2,6,3,0,0,0,0,8,5
2681455ba2d97283998a806b14d3e95c,49.263523,-123.155267,0,0,4,2,8,3,5,1,2,0,19,6
064a7b39b1dbc4bfc4cf8f454e360c57,49.264928,-123.168068,0,0,2,2,7,5,0,0,1,0,10,7
9c1397c06e07bf74fc049f1a0872eea0,49.264483,-123.173926,2,0,15,8,21,8,3,0,1,0,42,16
c64ee19c62a363019ddbaedf71df2882,49.263746,-123.069892,1,1,7,5,8,1,1,0,0,0,17,7
421516af381a11f54d07fc79be68d3d3,49.258761,-123.127071,0,0,1,1,5,2,0,0,0,0,6,3
38f045e3f43f86eae42ca4c60257ade0,49.268974,-123.190701,0,0,0,0,0,0,0,0,0,0,0,0
5ba6e9725b1b0ee8cd25df976e47726b,49.273011,-123.159663,0,0,0,0,1,0,0,0,0,0,1,0
f90ed7ad754ec04b7852941a480a4c77,49.266924,-123.173849,0,0,0,0,0,0,0,0,0,0,0,0
abfaf72456a4828a22f5bf60d3a80777,49.264326,-123.164725,0,0,2,1,14,5,3,0,0,0,19,6
2ff7eb4230654603592ab1b0780ec5e1,49.266636,-123.183661,0,0,0,0,1,0,0,0,0,0,1,0
ea9485fcdce0611243474d000e4ad248,49.254818,-123.114785,1,0,18,11,20,8,0,0,4,0,43,19
671ce9e4a92063620f772d2c57f0f3ab,49.268837,-123.177633,1,0,3,1,4,2,1,1,0,0,9,4
41a55a7e2908fbbd65175b794d26bc8d,49.255034,-123.120226,0,0,0,0,0,0,0,0,0,0,0,0
a59924f0ff3fb481a7bd8a5e9c36858f,49.271044,-123.170661,0,0,0,0,0,0,0,0,0,0,0,0
89a0b49a66e54a7639ad960962148a3e,49.252691,-123.101289,0,0,2,0,19,10,1,1,1,0,23,11
44fc3d58831a9f2b919c7a3a1838b74a,49.272172,-123.097978,0,0,1,1,4,1,3,1,1,0,9,3
d40db8c27c5bd409d57cfa846f73c378,49.271082,-123.191458,0,0,0,0,0,0,0,0,0,0,0,0
4990fe5772f3b73eebeec125b41e478e,49.27808,-123.130557,0,0,7,5,14,4,1,0,0,0,22,9
bf96df77771ef0ed710d8e0e67917f45,49.269969,-123.109623,0,0,2,2,5,1,0,0,2,0,9,3
e75e83499d3fa2e174dc2a8ffd238119,49.287528,-123.142139,4,2,20,9,5,3,0,0,2,0,31,14
0438114d2e6b96118de69bc9775bb21e,49.28803,-123.142135,1,0,13,7,5,2,0,0,2,0,21,9
07b13214cb69f2ec007d888450f3d6bc,49.259579,-123.114769,0,0,6,1,2,1,0,0,1,0,9,2
f5e8fa1fc4252bda2f93dd27ed2d603f,49.28907059898648,-123.13840736946824,0,0,14,11,20,8,2,0,2,0,38,19
c2a9c5d0e4578b928554c86f3d2c1162,49.287782,-123.12395,0,0,7,6,13,5,5,1,0,0,25,12
5f45325fdd6334a4c0d3b62853b19fa6,49.28512,-123.11242,4,2,22,16,27,8,22,4,1,0,76,30
085a0e120a08a80a58c0ae0ff9da565a,49.247854,-123.153422,0,0,0,0,6,0,2,0,0,0,8,0
8d5f47f01d7ad668419dfe9b7fe69c9a,49.265939,-123.1129,0,0,0,0,4,0,2,0,0,0,6,0
bede4b24dae115d4cd43d2e6cc9812cb,49.261122,-123.097571,1,1,2,2,2,1,0,0,0,0,5,4
680b1ddfd50c4397b365c9c00f09b0d1,49.267725,-123.11311,0,0,1,1,6,5,0,0,2,0,9,6
b26f83e904f3a778466ebcd763b7316a,49.245135,-123.116098,0,0,0,0,0,0,0,0,0,0,0,0
6620c54bd6b3a79800b2b67e999b24d0,49.274232,-123.129998,0,0,2,0,5,1,0,0,0,0,7,1
7f091b50fbbd892bf9fb869a64c47120,49.238105,-123.154966,0,0,4,2,2,1,2,0,0,0,8,3
57d39a680c9407cda0fb4de6d9c55138,49.246243,-123.124373,0,0,0,0,0,0,0,0,0,0,0,0
97388f4e4ea102a30345524bda465f4e,49.249722,-123.104991,0,0,0,0,0,0,0,0,0,0,0,0
066ecc3584913fa035ec1417323beb80,49.243375,-123.104978,0,0,0,0,3,0,0,0,1,0,4,0
b530d04d393d71cffb8b8b07f4a82380,49.282087,-123.056909,0,0,2,2,4,0,0,0,0,0,6,2
06bdc4d55f34b2a491305534fd5defda,49.283968,-123.061615,0,0,0,0,1,1,0,0,0,0,1,1
8e44a17d2fa446ca220b90c7063b42ca,49.287464,-123.060771,0,0,0,0,2,0,0,0,0,0,2,0
7c17f51469f1a7145455f65ef6afbd87,49.285575,-123.061575,1,1,3,3,1,0,0,0,0,0,5,4
e1432b72df561a1df34290679ec9c773,49.251358,-123.115637,0,0,0,0,0,0,0,0,0,0,0,0
549f00f6039e8bb702a00dcca08a8ed0,49.249184,-123.116141,0,0,2,1,3,1,0,0,0,0,5,2
d8c4fe5e09b6f010fbaa85cc7302d66b,49.245535,-123.120496,0,0,0,0,0,0,0,0,0,0,0,0
0c42f45e4a14957ad4a6d521d0ba8bc3,49.289255,-123.132677,0,0,24,13,16,7,0,0,1,0,41,20
62a202eb98c0a4b09ba6746f5ee94ab3,49.252656,-123.067965,0,0,4,3,6,0,1,0,1,0,12,3
a6c6df138cbc97b9f81e7ffbbebdde6f,49.277527,-123.129464,0,0,4,2,11,2,2,0,1,0,18,4
04f64fde5ba1ebde8ad78c74914adb34,49.259469,-123.145718,0,0,0,0,0,0,0,0,0,0,0,0
